Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","267","Sunflower seed","2018","2018","ha","37130","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","1910","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","3830","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","388","Tomatoes","2018","2018","ha","490","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","97","Triticale","2018","2018","ha","17030","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","970","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","205","Vetches","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","222","Walnuts, with shell","2018","2018","ha","6700","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","567","Watermelons","2018","2018","ha","970","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","15","Wheat","2018","2018","ha","138460","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","800","Agave fibres nes","2018","2018","ha","8210","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","572","Avocados","2018","2018","ha","273","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","486","Bananas","2018","2018","ha","22289","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","782","Bastfibres, other","2018","2018","ha","1765","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","176","Beans, dry","2018","2018","ha","147560","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","4101","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","125","Cassava","2018","2018","ha","145229","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","7277","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","3940","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","249","Coconuts","2018","2018","ha","11012","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","656","Coffee, green","2018","2018","ha","23736","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","8208","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","399","Eggplants (aubergines)","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","512","Fruit, citrus nes","2018","2018","ha","443","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","11640","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","603","Fruit, tropical fresh nes","2018","2018","ha","512","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","406","Garlic","2018","2018","ha","2373","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","507","Grapefruit (inc. pomelos)","2018","2018","ha","3358","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","560","Grapes","2018","2018","ha","1632","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","242","Groundnuts, with shell","2018","2018","ha","5314","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","497","Lemons and limes","2018","2018","ha","601","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","56","Maize","2018","2018","ha","144704","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","571","Mangoes, mangosteens, guavas","2018","2018","ha","33558","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","6250","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","403","Onions, dry","2018","2018","ha","7152","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","490","Oranges","2018","2018","ha","4620","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","600","Papayas","2018","2018","ha","5973","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","574","Pineapples","2018","2018","ha","6932","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","489","Plantains and others","2018","2018","ha","61546","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","116","Potatoes","2018","2018","ha","6162","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","50252","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","27","Rice, paddy","2018","2018","ha","133716","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","149","Roots and tubers nes","2018","2018","ha","8100","F","FAO estimate"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","328","Seed cotton","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","789","Sisal","2018","2018","ha","1498","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","83","Sorghum","2018","2018","ha","3996","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","156","Sugar cane","2018","2018","ha","314400","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","122","Sweet potatoes","2018","2018","ha","55040","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","2500","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","18750","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","388","Tomatoes","2018","2018","ha","46395","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","46665","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","567","Watermelons","2018","2018","ha","5410","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","137","Yams","2018","2018","ha","15345","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","135","Yautia (cocoyam)","2018","2018","ha","13920","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","221","Almonds, with shell","2018","2018","ha","2310","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","711","Anise, badian, fennel, coriander","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","515","Apples","2018","2018","ha","370","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","526","Apricots","2018","2018","ha","180","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","366","Artichokes","2018","2018","ha","80","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","572","Avocados","2018","2018","ha","100","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","486","Bananas","2018","2018","ha","220","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","44","Barley","2018","2018","ha","12800","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","176","Beans, dry","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","414","Beans, green","2018","2018","ha","60","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","181","Broad beans, horse beans, dry","2018","2018","ha","60","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","100","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","461","Carobs","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","426","Carrots and turnips","2018","2018","ha","70","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","393","Cauliflowers and broccoli","2018","2018","ha","50","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","531","Cherries","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","191","Chick peas","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","40","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","195","Cow peas, dry","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","190","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","399","Eggplants (aubergines)","2018","2018","ha","30","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","569","Figs","2018","2018","ha","140","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","512","Fruit, citrus nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","542","Fruit, pome nes","2018","2018","ha","20","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","541","Fruit, stone nes","2018","2018","ha","30","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","603","Fruit, tropical fresh nes","2018","2018","ha","300","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","406","Garlic","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","507","Grapefruit (inc. pomelos)","2018","2018","ha","410","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","560","Grapes","2018","2018","ha","6670","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","242","Groundnuts, with shell","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","225","Hazelnuts, with shell","2018","2018","ha","20","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","777","Hemp tow waste","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","336","Hempseed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","592","Kiwi fruit","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","407","Leeks, other alliaceous vegetables","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","497","Lemons and limes","2018","2018","ha","460","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","201","Lentils","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","372","Lettuce and chicory","2018","2018","ha","190","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","333","Linseed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","140","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","234","Nuts nes","2018","2018","ha","50","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","75","Oats","2018","2018","ha","220","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","339","Oilseeds nes","2018","2018","ha","80","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","430","Okra","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","260","Olives","2018","2018","ha","10760","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","403","Onions, dry","2018","2018","ha","130","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","402","Onions, shallots, green","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","490","Oranges","2018","2018","ha","1120","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","534","Peaches and nectarines","2018","2018","ha","290","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","521","Pears","2018","2018","ha","60","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","187","Peas, dry","2018","2018","ha","50","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","417","Peas, green","2018","2018","ha","70","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","223","Pistachios","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","536","Plums and sloes","2018","2018","ha","370","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","116","Potatoes","2018","2018","ha","4540","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","211","Pulses nes","2018","2018","ha","200","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","100","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","523","Quinces","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","270","Rapeseed","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","27","Rice, paddy","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","149","Roots and tubers nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","71","Rye","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","328","Seed cotton","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","289","Sesame seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","236","Soybeans","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","723","Spices nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","373","Spinach","2018","2018","ha","60","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","544","Strawberries","2018","2018","ha","50","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","157","Sugar beet","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","1070","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","136","Taro (cocoyam)","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","388","Tomatoes","2018","2018","ha","290","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","97","Triticale","2018","2018","ha","800","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","30","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","420","Vegetables, leguminous nes","2018","2018","ha","170","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","205","Vetches","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","222","Walnuts, with shell","2018","2018","ha","180","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","567","Watermelons","2018","2018","ha","430","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","15","Wheat","2018","2018","ha","10200","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","515","Apples","2018","2018","ha","7250","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","526","Apricots","2018","2018","ha","1150","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","366","Artichokes","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","367","Asparagus","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","572","Avocados","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","486","Bananas","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","44","Barley","2018","2018","ha","324720","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","176","Beans, dry","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","414","Beans, green","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","558","Berries nes","2018","2018","ha","10","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","181","Broad beans, horse beans, dry","2018","2018","ha","930","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","89","Buckwheat","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","1160","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","101","Canary seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","426","Carrots and turnips","2018","2018","ha","700","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","393","Cauliflowers and broccoli","2018","2018","ha","300","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","108","Cereals nes","2018","2018","ha","4500","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","531","Cherries","2018","2018","ha","880","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","530","Cherries, sour","2018","2018","ha","1190","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","191","Chick peas","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","459","Chicory roots","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","689","Chillies and peppers, dry","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","420","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","450","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","550","Currants","2018","2018","ha","850","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","569","Figs","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","773","Flax fibre and tow","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","512","Fruit, citrus nes","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","603","Fruit, tropical fresh nes","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","406","Garlic","2018","2018","ha","390","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","549","Gooseberries","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","103","Grain, mixed","2018","2018","ha","1990","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","507","Grapefruit (inc. pomelos)","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","560","Grapes","2018","2018","ha","15940","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","777","Hemp tow waste","2018","2018","ha","790","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","677","Hops","2018","2018","ha","5020","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","592","Kiwi fruit","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","407","Leeks, other alliaceous vegetables","2018","2018","ha","10","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","497","Lemons and limes","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","201","Lentils","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","372","Lettuce and chicory","2018","2018","ha","620","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","333","Linseed","2018","2018","ha","1260","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","210","Lupins","2018","2018","ha","2980","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","56","Maize","2018","2018","ha","81850","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","79","Millet","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","449","Mushrooms and truffles","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","292","Mustard seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","234","Nuts nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","75","Oats","2018","2018","ha","42820","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","339","Oilseeds nes","2018","2018","ha","40840","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","260","Olives","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","403","Onions, dry","2018","2018","ha","1660","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","490","Oranges","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","534","Peaches and nectarines","2018","2018","ha","380","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","521","Pears","2018","2018","ha","750","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","187","Peas, dry","2018","2018","ha","29090","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","417","Peas, green","2018","2018","ha","1370","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","536","Plums and sloes","2018","2018","ha","1820","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","296","Poppy seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","116","Potatoes","2018","2018","ha","22890","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","211","Pulses nes","2018","2018","ha","2160","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","270","Rapeseed","2018","2018","ha","411800","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","547","Raspberries","2018","2018","ha","30","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","27","Rice, paddy","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","71","Rye","2018","2018","ha","25360","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","83","Sorghum","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","236","Soybeans","2018","2018","ha","15230","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","373","Spinach","2018","2018","ha","390","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","544","Strawberries","2018","2018","ha","710","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","157","Sugar beet","2018","2018","ha","64760","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","267","Sunflower seed","2018","2018","ha","20200","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","388","Tomatoes","2018","2018","ha","300","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","97","Triticale","2018","2018","ha","37850","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","420","Vegetables, leguminous nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","205","Vetches","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","222","Walnuts, with shell","2018","2018","ha","170","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","15","Wheat","2018","2018","ha","819690","","Official data"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","515","Apples","2018","2018","ha","73043","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","44","Barley","2018","2018","ha","26000","F","FAO estimate"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","176","Beans, dry","2018","2018","ha","368042","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","28858","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","220","Chestnut","2018","2018","ha","5381","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","23567","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","6287","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","399","Eggplants (aubergines)","2018","2018","ha","5442","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","119116","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","406","Garlic","2018","2018","ha","7117","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","777","Hemp tow waste","2018","2018","ha","21123","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","677","Hops","2018","2018","ha","4688","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","56","Maize","2018","2018","ha","508396","","Official data"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","8020","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","79","Millet","2018","2018","ha","70607","Im","FAO data based on imputation methodology"
